Project,Category,type,wordcount,Path,File,topic,tutorial,pageNumber,language
Foundations,Docs-Tutorials,Tutorial Step - Breaking Up The Command,121,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-017-tutorial-step-breaking-up-the-command.json,beyond-the-basics-017-tutorial-step-breaking-up-the-command.json,none,Beyond the Basics,17,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Congrats and Thank You!,94,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-029-tutorial-step-congrats-and-thank-you.json,beyond-the-basics-029-tutorial-step-congrats-and-thank-you.json,none,Beyond the Basics,29,ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - Translation for Mere Mortals,83,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-022-tutorial-step-translation-for-mere-mortals.json,beyond-the-basics-022-tutorial-step-translation-for-mere-mortals.json,none,Beyond the Basics,22,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - A Book on Tutorials,92,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-031-tutorial-step-a-book-on-tutorials.json,beyond-the-basics-031-tutorial-step-a-book-on-tutorials.json,none,Beyond the Basics,31,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - Don't Forget to Sign!,104,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-019-tutorial-step-dont-forget-to-sign.json,beyond-the-basics-019-tutorial-step-dont-forget-to-sign.json,none,Beyond the Basics,19,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Switch Already!,109,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-012-tutorial-step-lets-switch-already.json,beyond-the-basics-012-tutorial-step-lets-switch-already.json,none,Beyond the Basics,12,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Before You Switch,116,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-010-tutorial-step-before-you-switch.json,beyond-the-basics-010-tutorial-step-before-you-switch.json,none,Beyond the Basics,10,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Contributable files?,97,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-027-tutorial-step-contributable-files.json,beyond-the-basics-027-tutorial-step-contributable-files.json,none,Beyond the Basics,27,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Now the Current Branch,89,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-009-tutorial-step-now-the-current-branch.json,beyond-the-basics-009-tutorial-step-now-the-current-branch.json,none,Beyond the Basics,9,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - What is a Contribution?,87,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-006-tutorial-step-what-is-a-contribution.json,beyond-the-basics-006-tutorial-step-what-is-a-contribution.json,none,Beyond the Basics,6,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - You Are In Command,100,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-003-tutorial-step-you-are-in-command.json,beyond-the-basics-003-tutorial-step-you-are-in-command.json,none,Beyond the Basics,3,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - A Brilliant Idea,91,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-005-tutorial-step-a-brilliant-idea.json,beyond-the-basics-005-tutorial-step-a-brilliant-idea.json,none,Beyond the Basics,5,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - Welcome Back!,92,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-013-tutorial-step-welcome-back.json,beyond-the-basics-013-tutorial-step-welcome-back.json,none,Beyond the Basics,13,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Add Your Review!,94,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-015-tutorial-step-lets-add-your-review.json,beyond-the-basics-015-tutorial-step-lets-add-your-review.json,none,Beyond the Basics,15,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Set Up the Token!,91,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-025-tutorial-step-set-up-the-token.json,beyond-the-basics-025-tutorial-step-set-up-the-token.json,none,Beyond the Basics,25,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - Did It Work?,70,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-016-tutorial-step-did-it-work.json,beyond-the-basics-016-tutorial-step-did-it-work.json,none,Beyond the Basics,16,IT ES DE RU TR 
Foundations,Docs-Tutorials,Beyond the Basics Tutorial,41,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-001-beyond-the-basics-tutorial.json,beyond-the-basics-001-beyond-the-basics-tutorial.json,none,Beyond the Basics,1,RU 
Foundations,Docs-Tutorials,Tutorial Step - Editing Crash Course,93,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-018-tutorial-step-editing-crash-course.json,beyond-the-basics-018-tutorial-step-editing-crash-course.json,none,Beyond the Basics,18,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Double Trouble?,95,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-011-tutorial-step-double-trouble.json,beyond-the-basics-011-tutorial-step-double-trouble.json,none,Beyond the Basics,11,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Free For Everyone?,106,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-004-tutorial-step-free-for-everyone.json,beyond-the-basics-004-tutorial-step-free-for-everyone.json,none,Beyond the Basics,4,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - Switching Branches,101,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-008-tutorial-step-switching-branches.json,beyond-the-basics-008-tutorial-step-switching-branches.json,none,Beyond the Basics,8,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - GitHub.com Authentication,112,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-023-tutorial-step-github.com-authentication.json,beyond-the-basics-023-tutorial-step-github.com-authentication.json,none,Beyond the Basics,23,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - GitHub.com Auth Clip,9,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-024-tutorial-step-github.com-auth-clip.json,beyond-the-basics-024-tutorial-step-github.com-auth-clip.json,none,Beyond the Basics,24,DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Get Ready to Push!,108,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-021-tutorial-step-get-ready-to-push.json,beyond-the-basics-021-tutorial-step-get-ready-to-push.json,none,Beyond the Basics,21,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - More on Contributions,110,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-030-tutorial-step-more-on-contributions.json,beyond-the-basics-030-tutorial-step-more-on-contributions.json,none,Beyond the Basics,30,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Don't Forget to Save!,104,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-020-tutorial-step-dont-forget-to-save.json,beyond-the-basics-020-tutorial-step-dont-forget-to-save.json,none,Beyond the Basics,20,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Run the Command!,94,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-028-tutorial-step-lets-run-the-command.json,beyond-the-basics-028-tutorial-step-lets-run-the-command.json,none,Beyond the Basics,28,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - A Note On Keys and Tokens!,94,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-026-tutorial-step-a-note-on-keys-and-tokens.json,beyond-the-basics-026-tutorial-step-a-note-on-keys-and-tokens.json,none,Beyond the Basics,26,IT ES DE TR RU 
Foundations,Docs-Tutorials,Tutorial Step - Only Share Shares!,70,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-036-tutorial-step-only-share-shares.json,basic-education-036-tutorial-step-only-share-shares.json,none,Basic Education,36,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - More Indicators?,100,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-054-tutorial-step-more-indicators.json,basic-education-054-tutorial-step-more-indicators.json,none,Basic Education,54,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - No Need to Memorize,102,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-034-tutorial-step-no-need-to-memorize.json,basic-education-034-tutorial-step-no-need-to-memorize.json,none,Basic Education,34,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Back to Backups!,73,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-030-tutorial-step-back-to-backups.json,basic-education-030-tutorial-step-back-to-backups.json,none,Basic Education,30,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Your Graduation,100,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-057-tutorial-step-your-graduation.json,basic-education-057-tutorial-step-your-graduation.json,none,Basic Education,57,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Working with Workspaces,95,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-037-tutorial-step-working-with-workspaces.json,basic-education-037-tutorial-step-working-with-workspaces.json,none,Basic Education,37,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Detaching and Attaching,111,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-019-tutorial-step-detaching-and-attaching.json,basic-education-019-tutorial-step-detaching-and-attaching.json,none,Basic Education,19,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Lost? Get an API Map!,100,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-055-tutorial-step-lost-get-an-api-map.json,basic-education-055-tutorial-step-lost-get-an-api-map.json,none,Basic Education,55,ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - The Current Workspace,80,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-039-tutorial-step-the-current-workspace.json,basic-education-039-tutorial-step-the-current-workspace.json,none,Basic Education,39,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Get On With It!,126,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-027-tutorial-step-lets-get-on-with-it.json,basic-education-027-tutorial-step-lets-get-on-with-it.json,none,Basic Education,27,DE 
Foundations,Docs-Tutorials,Tutorial Step - Shall We Improve This?,88,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-015-tutorial-step-shall-we-improve-this.json,basic-education-015-tutorial-step-shall-we-improve-this.json,none,Basic Education,15,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Talk Plugins,82,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-040-tutorial-step-lets-talk-plugins.json,basic-education-040-tutorial-step-lets-talk-plugins.json,none,Basic Education,40,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Free-range Nodes,86,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-009-tutorial-step-free-range-nodes.json,basic-education-009-tutorial-step-free-range-nodes.json,none,Basic Education,9,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Nodes' Attaching Rules,97,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-022-tutorial-step-nodes-attaching-rules.json,basic-education-022-tutorial-step-nodes-attaching-rules.json,none,Basic Education,22,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Dealing with References,75,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-023-tutorial-step-dealing-with-references.json,basic-education-023-tutorial-step-dealing-with-references.json,none,Basic Education,23,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Freeze!,100,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-016-tutorial-step-freeze.json,basic-education-016-tutorial-step-freeze.json,none,Basic Education,16,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's Talk Exchanges,111,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-048-tutorial-step-lets-talk-exchanges.json,basic-education-048-tutorial-step-lets-talk-exchanges.json,none,Basic Education,48,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Play With The Tape!,77,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-011-tutorial-step-play-with-the-tape.json,basic-education-011-tutorial-step-play-with-the-tape.json,none,Basic Education,11,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Establishing References,99,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-026-tutorial-step-establishing-references.json,basic-education-026-tutorial-step-establishing-references.json,none,Basic Education,26,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Arrangement Style,102,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-013-tutorial-step-arrangement-style.json,basic-education-013-tutorial-step-arrangement-style.json,none,Basic Education,13,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Attaching The Backup,87,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-020-tutorial-step-attaching-the-backup.json,basic-education-020-tutorial-step-attaching-the-backup.json,none,Basic Education,20,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Let's See Some References,90,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-024-tutorial-step-lets-see-some-references.json,basic-education-024-tutorial-step-lets-see-some-references.json,none,Basic Education,24,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Hammering Backups Home,76,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-031-tutorial-step-hammering-backups-home.json,basic-education-031-tutorial-step-hammering-backups-home.json,none,Basic Education,31,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Merry Go Round,93,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-006-tutorial-step-merry-go-round.json,basic-education-006-tutorial-step-merry-go-round.json,none,Basic Education,6,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Back to School!,93,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-002-tutorial-step-back-to-school.json,basic-education-002-tutorial-step-back-to-school.json,none,Basic Education,2,IT ES DE TR ID 
Foundations,Docs-Tutorials,Tutorial Step - Pinned Nodes Can't Dance,80,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-005-tutorial-step-pinned-nodes-cant-dance.json,basic-education-005-tutorial-step-pinned-nodes-cant-dance.json,none,Basic Education,5,IT ES DE TR ID 
Foundations,Docs-Tutorials,Tutorial Step - Non-Persistence of Changes,102,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-044-tutorial-step-non-persistence-of-changes.json,basic-education-044-tutorial-step-non-persistence-of-changes.json,none,Basic Education,44,ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Controlling Distances,86,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-010-tutorial-step-controlling-distances.json,basic-education-010-tutorial-step-controlling-distances.json,none,Basic Education,10,IT ES DE TR 
Foundations,Docs-Tutorials,Tutorial Step - Improving a Plugin,126,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-047-tutorial-step-improving-a-plugin.json,basic-education-047-tutorial-step-improving-a-plugin.json,none,Basic Education,47,DE TR 
Foundations,Docs-Tutorials,Tutorial Step - GIF Saving Plugins,11,Projects/Foundations/Schemas/Docs-Tutorials/B/Basic/Basic-Education/basic-education-045-tutorial-step-gif-saving-plugins.json,basic-education-045-tutorial-step-gif-saving-plugins.json,none,Basic Education,45,DE 
